,emotion,gender,actor_id,intensity,statement,repetition,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,mfcc_14,mfcc_15,mfcc_16,mfcc_17,mfcc_18,mfcc_19,mfcc_20,mfcc_21,mfcc_22,mfcc_23,mfcc_24,mfcc_25,mfcc_26,mfcc_27,mfcc_28,mfcc_29,mfcc_30,mfcc_31,mfcc_32,mfcc_33,mfcc_34,mfcc_35,mfcc_36,mfcc_37,mfcc_38,mfcc_39,mfcc_40
1128,disgust,male,19,02,01,01,-467.0446,37.694706,-0.5927758,17.520407,-4.5450697,-2.6830218,-9.790959,-13.931299,-10.238041,-13.305015,0.5180192,-8.78599,-8.472743,1.9198323,-7.8851495,1.571055,-3.6504445,4.6299124,3.7030458,5.6492124,-0.67601633,0.52963585,-3.8277128,0.30118155,-1.4388374,0.7776948,-3.7638574,5.780449,5.195053,8.406517,5.0502987,3.089348,2.0833755,6.13547,5.942898,11.617902,7.1396003,3.759259,-1.2479322,2.0902128
1129,disgust,male,19,02,01,02,-460.65308,26.320583,-16.703167,13.610468,-14.053087,-5.3054833,-13.252536,-12.472674,-10.916789,-10.784216,-3.3630486,-10.601079,-2.9985917,-5.531897,-8.366074,1.8778001,-4.3165407,-0.62124705,-0.37977672,-1.6693016,0.40606526,3.566073,-0.019337347,6.672477,0.4374211,6.281221,2.6077151,3.7200565,3.0163596,2.1630733,2.97895,3.050317,0.20574906,4.4708347,4.502315,4.747319,1.6090152,1.8105574,-0.42505652,3.3702586
1130,disgust,male,19,02,02,01,-355.12933,-10.567434,-9.400571,11.309601,-33.458603,-3.7292695,-19.498573,-20.83084,-8.345568,-9.052025,-4.0096946,-7.973078,-6.0230374,-4.1162457,-4.804183,2.721287,-3.6195984,14.430427,10.27431,5.7162538,4.3073354,4.602019,1.5746006,11.131301,11.251069,12.410841,0.585366,7.289251,6.2419662,5.864819,2.7926965,-0.043844428,0.8680468,6.334047,6.4313025,8.125199,2.718072,3.4721472,-0.70848083,4.501121
1131,disgust,male,19,02,02,02,-391.70877,38.86633,-0.23772536,25.370043,-1.4870759,-5.0429707,-6.56571,-8.247936,-12.113426,-4.897949,2.596872,-9.970773,-2.1667013,-0.39221972,-10.538696,3.6486812,-3.1563182,-0.8104155,0.0011410053,1.9544923,-1.548375,1.4978634,-0.14286287,7.8552732,1.0860342,4.900898,-0.39599815,4.4701066,1.4891777,7.087646,5.1817575,2.4814026,2.369545,9.514438,8.174326,6.1512995,3.3609838,4.1585712,2.2079651,5.655411
1132,surprise,male,19,01,01,01,-616.6786,83.614784,6.915461,17.972599,4.755368,6.947921,-3.4693143,-11.382066,-10.481738,-4.71725,-1.0745251,-6.9241633,1.3120753,-1.4988534,-2.6399908,4.258615,-3.0175736,-1.9960935,2.0748844,1.2280957,-1.4656949,-0.42065594,-1.7695358,-1.1072887,-0.812285,0.89155525,0.19461858,2.9815507,2.2143345,2.1567998,1.8906411,1.113939,-0.81860435,3.1843355,0.53553104,3.6333394,-1.0739707,1.5663271,-1.2987629,2.7497177
1133,surprise,male,19,01,01,02,-620.15936,86.199326,1.807523,9.713677,-1.7134874,3.4534428,-5.843059,-12.322866,-5.323282,-7.2547984,0.74081033,-6.3725085,1.3940452,-1.959198,-8.885581,3.0348325,-6.5737896,-2.0855992,1.9688288,1.8759962,-2.4852347,-4.727908,-3.4753523,-1.2576437,-4.223716,1.4265094,-3.979216,2.4890292,-0.56403947,-0.978746,0.847668,-0.307163,-1.6816106,2.0094295,0.8164507,0.5562496,-1.489969,-0.8268357,-1.8948505,1.3787193
1134,surprise,male,19,01,02,01,-595.4555,82.52711,12.173162,28.175058,-1.2699212,2.4027097,-0.07616296,-14.028659,-5.0120764,1.9696721,-2.1554663,-8.641624,2.9419382,-4.663713,-7.7494555,7.163702,-11.176111,-4.22359,0.8181198,0.7607211,-5.762394,-2.4628403,-2.5834215,-2.427004,-3.130744,3.855311,-4.256528,4.4427876,-1.7849038,0.53408307,-1.004618,1.509388,0.7313977,2.3833318,-2.0637074,-0.19364436,-3.1352773,-0.70691717,-0.70454127,1.8959993
1135,surprise,male,19,01,02,02,-717.3241,74.265724,18.792515,22.575535,3.8102846,6.371618,3.5116882,-4.3218513,-5.7231226,1.3127654,2.79363,-4.492662,4.194981,-1.0008235,-0.9951149,3.563995,-2.6968648,-0.016863668,3.5997407,2.9950616,-0.37448677,1.8029873,-1.3626572,1.0870701,-0.30861306,1.9301027,-0.2824639,2.0523612,-1.5326858,1.521987,-0.1483053,0.22586551,-0.39256367,1.435785,-0.76317,2.3252947,-1.117677,0.35882974,-0.40949738,1.4230258
1136,surprise,male,19,02,01,01,-503.34454,75.85857,2.788849,12.781182,-0.7299192,-0.28080103,-8.662746,-18.284382,-8.979579,-11.065098,-5.4333177,-10.707813,-1.5939697,-0.90086365,-6.969734,5.7401724,-8.934472,-4.873845,1.6037912,-2.1694276,-1.3082027,-2.002945,-6.9831514,-2.8791919,-7.2105947,1.1356121,-3.2380733,1.3916675,1.8557444,-0.808488,0.9083297,-1.3728838,0.5733887,3.4635108,-0.10039027,3.0798204,-2.164514,1.6581018,-2.843502,2.820837
1137,surprise,male,19,02,01,02,-478.88248,65.894714,-5.280707,18.69922,1.9446784,-3.9208958,-12.363541,-15.433378,-14.439864,-7.4418178,0.16129896,-11.923084,4.4808197,-0.2827281,-6.5576725,1.8408062,-10.668688,-6.7492967,0.24568059,-4.095594,-3.251947,-1.8817061,-4.5983562,-1.485495,-4.6142507,-0.18324107,-3.469127,1.3285798,-1.32463,-1.6580849,-1.8508859,0.41866976,-0.19390124,4.4651837,-0.8439149,3.5491726,-2.1885302,2.5827508,-0.082351096,3.4991093
1138,surprise,male,19,02,02,01,-568.4826,78.99912,5.167773,17.343065,0.7807287,-0.16565241,-3.9835472,-9.691936,-4.249928,-1.8376156,-2.7581663,-8.191741,2.9248748,-0.47705188,-0.7163483,5.325277,-6.306389,2.0819821,-1.4913182,0.9141014,-3.5822718,-2.611425,-2.8542898,-2.2119448,-2.595399,0.8136756,-1.7014908,1.6494424,0.23206283,2.425599,1.387307,2.3095465,1.838628,1.3424616,-0.45432642,0.14410739,-1.4720355,1.8422681,1.6122123,3.5469093
1139,surprise,male,19,02,02,02,-635.18866,68.755486,15.152997,18.604406,0.09292541,8.996515,-0.5209162,-8.371597,-2.3942215,-3.0693402,1.3595557,-7.121284,1.4717424,0.07821076,-1.1591839,0.17013295,-1.7817273,1.359105,3.2334242,1.3855019,-1.5436221,1.1762633,-3.3733037,-2.0300367,-3.4729493,0.2670918,-1.0437027,1.2949073,-0.11838293,1.2328336,0.8269418,0.9699884,0.4206869,1.5255451,1.2397606,3.0820498,0.27195397,0.53797275,-1.285326,1.5670766
1140,neutral,female,20,01,01,01,-688.14185,41.716988,-7.0450068,9.221196,-7.1090918,-8.261806,-8.329983,-13.570581,-5.7497225,-5.4966393,-2.5353065,-7.7585564,-5.003759,-2.7628694,-7.3300257,-6.1823635,-4.823455,-3.6750145,-4.789361,-4.0147696,-4.2153063,-2.2016437,-3.7062984,2.485264,0.8828355,1.8709702,0.97511065,0.49627328,-0.40759632,1.9419138,1.9898772,3.8711252,1.9126673,3.1415408,2.2078545,4.4246745,1.8812935,2.1437726,-2.2133543,-0.57781297
1141,neutral,female,20,01,01,02,-670.4788,41.424442,-9.09221,10.95585,-7.992073,-11.112115,-7.6440372,-14.364864,-6.4758515,-4.7638817,-5.977633,-5.742215,-6.7594876,-0.69847393,-8.561698,-5.955265,-4.486988,-4.1976767,-2.5055227,-2.6256094,0.9636376,0.9829489,-2.560478,0.98492277,-2.128401,2.3529882,4.8671575,5.7057343,2.7064073,3.6524372,-0.68350804,0.934813,-1.0945836,0.8739918,0.35690668,1.2688254,-1.2088662,-1.278068,-3.0820205,0.5803192
1142,neutral,female,20,01,02,01,-693.15955,46.34629,-2.3269353,8.423779,-5.6459284,-7.567098,-7.924099,-13.093635,-4.805934,-4.4247065,-4.756628,-6.591374,-5.0564094,-0.37965512,-7.899453,-4.4921355,-4.0313563,-3.449205,-3.8879154,-3.67497,-0.9185567,-2.1027982,-2.4212992,2.6960697,1.9811685,3.325624,3.136289,4.7764845,1.7538253,3.2345228,1.650539,3.445684,0.860917,1.6332289,-0.27239403,0.08144278,-0.92904234,0.5700072,-0.2640201,1.6478826
1143,neutral,female,20,01,02,02,-679.6365,38.594696,-6.0226645,7.7019835,-6.5688496,-9.592159,-9.202091,-14.763403,-4.5093026,-5.6505284,-4.5228777,-6.5276165,-5.1673145,-1.0723184,-9.6297655,-4.6576533,-4.449474,-3.8433099,-3.5179634,-4.081267,-1.1791301,-1.2051148,-1.2891177,4.255905,3.1341712,4.0390873,2.1935022,2.539808,-0.12325322,2.3507483,-0.5296631,1.7287316,0.877563,3.3233538,0.2116306,1.0608485,-1.7676895,0.5506134,-0.92596865,0.8335243
1144,calm,female,20,01,01,01,-746.0429,41.711243,-7.3657007,13.216363,-4.6344266,-9.358641,-10.91912,-13.542019,-5.7119346,-6.1676927,-3.649937,-8.930904,-3.5995507,-4.220012,-7.3617578,-4.607682,-6.7231836,-3.546204,-4.601584,-6.128342,-2.9859407,-3.7658737,-5.5486293,-1.2891889,-3.72583,-2.41862,-2.0281932,-1.043536,-0.1642024,2.5402403,0.26402494,4.947624,3.792296,8.420208,7.2355433,7.5712037,4.0619,2.3205705,-0.28785178,2.724584
1145,calm,female,20,01,01,02,-768.1147,38.86636,-7.899154,8.029403,-5.627952,-7.0399103,-10.614153,-13.027924,-7.9086595,-5.2293725,-6.25935,-10.836643,-4.9969926,-1.9518454,-8.826191,-6.4444327,-6.4897656,-3.8290842,-6.4827952,-6.067628,-3.0952375,-3.1725523,-3.5704541,1.103874,-1.017882,0.5782196,1.2055289,-1.3019615,0.6050124,0.6763962,0.10852742,4.32242,3.109637,7.2691364,6.889939,8.39,5.1738467,4.332258,-0.24113122,1.2404855
1146,calm,female,20,01,02,01,-780.61145,41.426872,4.206638,8.718411,-0.351469,-1.6909887,-8.469849,-11.742816,-8.744074,-4.845618,-6.256436,-6.208522,-4.4881935,-0.39104047,-10.031343,-6.2854047,-4.2840953,-2.6400816,-4.621032,-4.534005,-2.1356072,-3.2027698,-4.0651584,0.6510305,-0.11439397,1.7333082,2.2413402,1.3715477,-0.10534289,0.6662413,-1.8372114,2.4003298,0.6589238,3.7944903,3.0503652,6.3177834,4.328646,4.607129,-1.0791658,1.1715783
1147,calm,female,20,01,02,02,-755.9976,40.57126,3.3127954,8.021674,-1.6491624,-5.038024,-7.8549395,-12.024869,-4.619291,-5.1236587,-3.0521152,-7.9933014,-3.6354733,-0.38830122,-8.642987,-5.3005624,-3.7384753,-1.4281476,-5.4755416,-4.6123376,-1.8612857,-2.701801,-5.617127,-0.19666745,-4.185043,-1.2287729,0.48220313,1.5005326,3.1512113,4.1774936,1.7192085,5.399549,3.0124893,6.648766,4.967091,8.15253,3.6242437,3.232086,-1.2417433,1.6014578
1148,calm,female,20,02,01,01,-765.1522,53.78476,-3.6364717,13.259919,-2.4547646,-7.200421,-10.47626,-12.178838,-5.8306212,-6.997888,-5.6705337,-4.9010825,-3.858163,-0.9397768,-8.18271,-1.2494613,-7.2303286,-1.1059767,-2.5867474,-5.7890425,-0.19282755,-0.49921805,-2.3728495,2.4844058,-2.060028,-2.4290233,-1.3366358,-1.9224572,-0.39690295,0.53995776,-1.2037086,2.8419302,2.3196142,7.666599,7.5849867,7.391468,2.965379,1.3651508,-1.5609828,1.2942679
1149,calm,female,20,02,01,02,-749.94116,52.1732,-5.511636,19.607038,-1.036005,-6.9973583,-7.387415,-14.462516,-7.074695,-4.9933286,-6.4347215,-8.775296,-4.5109086,-0.78705996,-10.640678,-5.4788103,-7.479478,-3.968876,-5.19153,-7.73853,-3.2979994,-5.141405,-7.0276675,-0.8836908,-5.322121,-2.8685687,-1.4139988,-2.345402,0.27883288,2.5084836,0.95445496,7.091106,3.9271367,9.720565,6.5060716,9.079709,4.7191534,5.6399536,0.44634205,2.3030758
1150,calm,female,20,02,02,01,-761.0356,49.06903,2.038657,12.391646,-1.318738,-5.067161,-9.615925,-13.545651,-4.2422824,-1.1988002,-5.433521,-6.0098267,-4.0827413,-1.9407177,-7.68483,-3.4385037,-4.1053476,-2.8122756,-2.4350238,-7.2315316,-1.9044125,-3.12632,-4.5281496,0.90880096,-2.6886027,-1.499872,-1.4152532,-2.5176256,-2.3131814,-0.79012895,0.44597542,5.153189,4.5179853,9.648402,5.4100432,5.7019625,2.1344955,2.7962844,1.0506614,4.716097
1151,calm,female,20,02,02,02,-804.9658,39.023075,1.3642008,11.350907,-5.2076707,-4.586948,-7.605614,-12.604824,-8.00286,-3.556301,-7.150843,-9.384254,-5.3900967,-1.2697487,-10.573943,-4.511199,-4.996738,-3.8240201,-5.4450083,-4.2762914,-1.6957974,-0.041662898,-2.3892603,1.1403658,-1.6112264,-2.4352393,-0.0699396,-0.9987908,-2.022529,1.5464029,-1.5311083,2.1728864,2.7551062,6.9218407,6.4157295,9.075186,5.40409,5.167655,-0.53449506,2.2649603
1152,happy,female,20,01,01,01,-541.7447,40.22772,-17.555597,4.66349,-9.640451,-14.633942,-8.135841,-18.640291,-11.482903,-5.5646296,-11.927085,-1.7225189,-11.437678,-2.4418733,-6.3054357,-7.508121,-2.7346492,-3.683037,-3.4434292,-2.3304405,2.499649,0.5366074,-0.45538777,0.91755885,1.8423595,2.6630461,2.0365014,1.415009,-1.8804207,1.5684128,0.60738707,1.5340705,1.2371312,0.7963293,-2.717862,-1.0514932,-1.3826752,0.6502656,-0.78468907,0.42599067
1153,happy,female,20,01,01,02,-589.2004,41.96044,-16.477303,2.4188974,-10.231037,-14.652757,-7.227984,-19.584677,-7.0068603,-10.977862,-5.564979,-3.7957652,-11.234696,2.734358,-11.117929,-5.730387,-6.4153132,-6.3037944,-4.330033,-1.236126,2.761502,3.2827704,3.013933,4.746784,1.6532222,-0.8877838,-0.39501595,0.75604516,1.9554783,2.8142078,-0.55909497,1.1314197,-0.3216847,1.6423851,-1.3288627,1.0326344,-0.18753228,0.909136,-1.8405628,0.75918096
1154,happy,female,20,01,02,01,-602.4453,43.246605,-2.190476,11.461952,-4.9356976,-6.2824783,-9.545135,-15.791704,-8.381662,-9.247781,-8.098619,-2.552414,-9.07842,-0.61996984,-10.150992,-9.159069,-2.5534012,-6.365122,-9.391861,-4.406849,-4.9875917,-5.5820937,-6.4761515,-6.0491734,-3.9573262,-3.2159586,0.15776971,5.4664335,4.0529566,7.6138105,0.5020054,0.43223098,-0.05621651,2.1247022,3.724152,4.2543645,1.3240284,0.48263896,-1.2155075,2.8779511
1155,happy,female,20,01,02,02,-642.9133,31.76523,-16.338003,-1.7847463,-6.643401,-12.149316,-9.94302,-19.852022,-9.033713,-8.212237,-6.5510807,-1.0106091,-9.155219,3.194364,-7.0274577,-5.263423,-0.86146635,0.75768125,3.414605,4.2813773,4.9084206,3.083404,-0.46912575,0.41901922,-0.22741835,0.3047005,-0.0746245,1.0887169,-3.109383,0.1211966,-4.2294908,0.026750823,-0.25043494,2.7341487,0.020769034,2.125912,2.5874217,2.088121,-1.1831347,-0.11450751
1156,happy,female,20,02,01,01,-495.2551,33.5635,-41.482933,-4.285673,-21.646763,-22.437996,-12.703148,-21.336687,-12.656425,-3.6873055,-14.667395,-2.3229687,-11.465281,-3.305708,-2.0691338,-1.3974994,5.708707,3.4669468,2.5952404,1.1797291,6.148165,3.5416615,0.38117722,2.7258086,0.9867824,3.1280265,0.36146763,1.7644156,-2.0824437,2.0555003,1.5217282,2.7457104,0.5444434,0.18628845,-3.2731106,-1.0309964,-1.494747,-0.44352558,-1.5602765,0.78172517
1157,happy,female,20,02,01,02,-400.66525,41.126907,-47.92738,-5.4720225,-23.105314,-28.713278,-14.131295,-27.251802,-14.800123,-8.905158,-17.674364,3.0264053,-6.9610476,10.039004,0.4917761,4.999585,6.5333395,3.893336,3.2193017,1.458412,-0.2150184,-1.4445639,0.70423305,3.1120098,-4.810202,-0.53990525,-0.24318771,0.03680954,-4.08729,4.18808,-3.0250235,2.8430784,-1.2520992,2.9012916,1.6409075,4.772554,-1.9214904,-1.3461769,-1.1958076,2.0127656
1158,happy,female,20,02,02,01,-449.08823,27.181063,-33.002304,-2.8581364,-18.67823,-18.705887,-17.815449,-19.972097,-9.291601,-3.681012,-3.9887443,-1.3483098,-3.3315248,3.254576,-5.289582,-1.1426028,3.4517615,3.7144742,4.796045,-0.20848964,2.7859008,1.5729117,-0.30347726,2.095263,1.4538596,-0.36093652,0.12339454,0.7380962,-0.67946005,3.1578474,-1.5763774,1.9708172,-0.74355936,2.9185796,0.9173324,1.0861686,0.45872146,1.5141437,1.2669493,1.3485384
1159,happy,female,20,02,02,02,-389.5418,12.619854,-39.046432,-17.500057,-20.779701,-22.660368,-15.073332,-20.047754,-9.20621,1.718548,4.725536,15.950315,7.1111007,8.893932,-9.366724,-7.948374,0.038175143,-6.568992,-3.6428375,-1.5005847,8.080627,6.5343785,-0.45699686,1.7594285,-0.68214476,-2.1301255,-2.7811806,0.33424556,-0.47650218,4.6427584,-1.5360507,1.4905987,-2.9549725,1.580947,1.019105,0.62739867,-0.43477914,-1.459443,-2.5950437,2.2151215
1160,sad,female,20,01,01,01,-699.18713,49.64729,-11.3273535,13.858395,-8.425246,-2.974526,-11.342731,-20.563965,-6.778846,-5.099271,-7.992687,-6.209833,-3.6669028,-4.772246,-5.917897,-1.4440303,-4.940159,-1.5506241,-5.459805,-2.8120465,-2.9786966,-0.33181515,-6.5552435,0.260791,-4.1050954,-0.71348643,-2.1181724,-2.217366,-5.5546846,-0.3247018,-1.8960813,2.2349098,2.546582,5.938805,7.751081,8.619897,3.3396509,1.8849088,-0.47339073,0.78485066
1161,sad,female,20,01,01,02,-802.51556,49.099648,-2.529606,14.448853,-2.6878238,3.185302,-9.922745,-9.95061,-7.9868145,-3.6383939,-4.7495184,-5.8371315,0.19897813,-2.0437005,-7.3428135,-4.3526816,-5.436576,-0.8034715,-3.9154518,-4.2647347,-2.5259347,0.38016164,-4.5735145,-0.14727516,-2.5740683,-0.33492988,-1.9174436,-0.1110512,-1.959016,1.1888635,-1.3135996,2.2915895,-1.2005498,2.979568,2.6238322,5.8551617,4.37249,5.4333906,-0.19001582,1.5139922
1162,sad,female,20,01,02,01,-766.63403,45.89387,0.23180914,11.42473,-2.5924466,2.4681892,-5.957741,-15.03474,-4.477786,-1.9965656,-3.8863764,-4.180243,-2.4906662,0.97478056,-6.6107054,-5.843393,-5.622971,-1.961127,-7.270992,-3.9296286,-3.0956564,-1.0722989,-4.96093,-0.04038225,-4.084425,-0.869852,-1.261946,-1.0295339,-2.540636,-0.29973343,-1.2000561,1.4206214,1.3244,5.3873606,6.807298,7.1324506,3.99053,3.8099651,0.038547486,1.2655904
1163,sad,female,20,01,02,02,-754.68616,52.443596,-1.8934113,16.132614,-0.28885165,6.052571,-7.987153,-16.657198,-9.985432,-0.22033682,-3.5803704,-6.581121,-3.2880993,0.37034434,-7.2524056,-6.3000746,-6.3402095,-2.5787518,-2.6548223,-4.0546484,-5.4527946,-1.9137337,-5.1972237,0.8484322,-2.8642068,-1.4025489,-1.1180506,-1.1819211,-3.2937284,0.9699779,-2.368853,0.01067659,-1.5886451,1.5206755,1.1236125,3.2329714,1.1714488,2.5993128,-1.0724157,0.40040147
1164,sad,female,20,02,01,01,-638.0798,52.854485,-13.919909,10.4277935,-3.200083,-18.538958,-13.826603,-20.444132,-14.787684,-4.2467012,-11.487847,-0.5206749,-6.7785945,-6.3246884,-2.765167,-6.3753896,-5.932989,-4.0288916,-3.876704,-7.5504394,-4.4896216,-0.68538845,-2.0849745,5.06421,4.5464597,3.9990587,4.1169233,0.78420025,1.469428,4.1705346,4.1173697,5.0492096,1.1441858,0.87711275,1.4497322,4.8638926,2.7015908,1.6834949,-3.633637,0.2881182
1165,sad,female,20,02,01,02,-434.1023,34.702095,-43.39519,-6.454482,-15.101986,-33.677696,-15.306681,-26.760225,-30.367628,-1.6426175,-18.587889,-0.8638289,-0.9709698,-0.27612588,7.7623696,0.8387427,8.877576,14.858333,4.0886235,-0.0077066272,-2.339554,-1.2388865,-1.6838706,-0.6919541,-3.3065543,-2.7904847,-1.8752239,-3.918066,-5.052915,3.369228,1.8479326,-0.24078263,-2.7160878,1.8349957,1.1170707,3.2655234,1.8372366,3.605429,-2.209269,0.79783154
1166,sad,female,20,02,02,01,-671.27716,45.853363,-2.9593878,2.6407506,-5.2307606,-13.537555,-15.337567,-21.205364,-15.369964,-3.5695155,-12.888166,-0.7333614,-5.155278,-5.9842467,-1.0857253,-8.622121,-3.158723,-0.37301353,-4.102594,0.2027018,1.0817642,4.094605,-0.24944893,6.27324,2.5986748,4.735173,1.2066345,0.17564186,-3.6968327,-0.34528926,0.5557589,0.5523854,-1.8752713,-2.080967,-3.6608868,-1.6095939,-0.7747941,-0.8435043,-2.4566665,-0.52158684
1167,sad,female,20,02,02,02,-468.67654,34.196877,-38.266247,-5.9782557,-17.606228,-30.918468,-20.3834,-23.406197,-31.378235,-1.6153593,-10.672829,-3.4997675,-0.48630816,-2.5434768,7.524628,3.0276196,2.1578767,14.046813,1.8631197,-0.27640885,-3.1748846,-1.6455265,-5.2193537,2.4127173,-2.0687146,-4.3397675,-1.758954,-1.3298204,-1.2577858,0.4510532,-0.21809399,0.34175172,-0.2250973,2.1209378,-0.5698539,2.2058017,0.15949346,3.7497766,-2.6336234,-1.1346841
1168,angry,female,20,01,01,01,-693.50543,41.9956,-2.5311413,5.343317,-5.023804,-4.262922,-6.327535,-13.13438,-7.06148,-9.066728,-3.350782,-4.520887,-8.13668,-2.1444936,-7.364873,-4.4341607,-6.756683,-3.7324426,-5.556584,-4.379237,-4.713219,-2.9993799,-5.0287166,-1.9526342,-2.4809272,-0.694481,-1.2729365,-2.502194,-4.3702416,-0.4184552,-0.9354492,3.8046334,2.1885974,4.5496984,3.49779,4.419831,2.518372,3.314057,2.3789837,4.131831
1169,angry,female,20,01,01,02,-536.6768,33.559975,-13.371817,-5.060795,-11.84024,-8.792869,-6.8828683,-15.118401,-11.033106,-8.170765,-6.547039,-5.063745,-10.550111,-4.1771092,-10.909823,-5.9930177,-5.016459,0.32359925,3.7056355,5.6857533,6.7347074,1.9910983,0.15264541,2.4590557,2.812412,1.2479475,-1.0467795,-1.6594697,-1.7678392,1.1288785,-2.6637938,-2.488513,-3.3976038,-0.50095296,-0.38033253,1.0300324,0.08614594,2.5179033,-0.46383762,1.6840473
1170,angry,female,20,01,02,01,-594.7638,35.19402,-17.955927,6.5997677,-11.880016,-9.985859,-13.699548,-18.28511,-8.806801,-5.0018425,-4.7044406,-3.183502,-7.9826818,-4.0867667,-6.966922,-4.3863654,-3.5948129,-2.761117,-6.4606876,-5.126556,-2.492759,-1.2169065,-5.0548472,-2.9817212,-3.4293363,-2.0583858,-2.629817,-1.464858,-2.073337,4.315797,4.151694,5.4033904,6.288883,6.4279504,5.041254,7.2581644,3.0105996,2.6402383,-0.45056412,2.9337018
1171,angry,female,20,01,02,02,-494.15973,36.62292,-21.563206,-5.7976565,-14.652129,-18.181269,-12.908962,-20.266663,-12.743467,-7.552314,-7.503745,-7.360409,-12.334578,-4.0021124,-15.494958,-10.57208,-9.648536,-9.177775,-9.037336,-3.1144593,1.3654325,3.9984848,1.3996994,2.3941917,0.959995,0.92838794,0.8047288,0.15651815,-0.04394314,3.7163553,0.025962478,2.3009105,0.83153,0.68998015,0.1309987,0.5194174,0.5061603,0.34689823,-0.9367387,0.09196637
1172,angry,female,20,02,01,01,-368.45407,40.720547,-11.906231,13.803941,-18.435818,-14.474367,-5.561064,-17.708092,-8.642065,-10.237261,-8.93772,-3.1246486,-8.475353,0.35847008,-8.27248,-3.6475651,-2.901634,-2.9410038,-6.603543,-4.9668193,-2.746555,1.4986706,-0.69334483,2.544715,-2.5263042,-0.15859304,1.1570374,2.1450672,-0.17452767,4.951122,1.6246456,3.0555944,-1.191847,0.6736884,0.43875098,3.732857,1.2881794,2.4222333,-0.33523563,1.6093038
1173,angry,female,20,02,01,02,-297.01807,29.495943,-36.760914,-12.21713,-27.099634,-25.596022,-10.913904,-18.186426,-9.156667,-3.668994,-4.727476,0.92353153,-9.984666,-0.62184155,-1.5698557,2.8337936,6.498643,7.890498,3.7180564,4.362778,2.761413,-3.022072,-4.9368773,-0.9008321,-5.545027,-2.6025434,-0.7499667,3.5347314,-0.5420313,3.742437,0.4561376,2.8599412,0.09179277,2.7418125,-0.7619426,3.741753,0.06986558,0.6624427,0.7847505,2.3076248
1174,angry,female,20,02,02,01,-259.27777,29.883242,-36.155716,-18.154158,-22.985483,-23.071062,-10.302996,-15.541324,-10.945742,-7.4708204,-5.4671082,-7.2521276,-5.6516857,3.6323502,-3.7470412,3.5128376,2.801538,7.677683,-1.4231424,-0.38775328,0.2819754,1.7703818,0.61966985,1.2706543,-3.156816,-1.5561119,-0.17149846,0.7454955,-3.404943,1.8294302,1.0131427,2.1002975,0.2533028,2.0476751,-1.2683995,1.0413097,-0.5268137,2.2794766,1.5554732,1.9233376
1175,angry,female,20,02,02,02,-447.41263,25.289179,-11.845124,7.656037,-12.912148,-6.527798,-10.579802,-16.992147,-9.005843,-10.112375,-6.274814,-6.5553923,-9.252547,-2.0884683,-6.5856447,-3.5567083,-1.9486755,1.0868056,1.0235565,0.65832776,0.1631741,1.2096078,-1.7203759,1.0637839,0.13874647,1.2404366,0.55121565,-0.05693745,-1.5385759,1.1778393,-1.3747464,-0.2151435,-1.6028191,1.2797202,-0.1802141,2.39442,0.8789456,2.5053933,1.4959234,2.73117
1176,fear,female,20,01,01,01,-682.40753,33.858765,-7.231942,5.7238097,-8.256733,-12.396631,-11.269762,-14.058513,-4.6578827,-6.5402365,-8.4897,-2.4436467,-7.3123336,-2.6352973,-3.4729955,-5.845562,-2.751398,-3.0376112,-5.0491652,-2.9106488,-0.744167,-1.3425899,-1.6628336,1.3301662,2.869157,3.4336905,6.250752,5.129418,2.4642541,4.3416047,-0.8570697,2.7373497,-1.323855,1.8341953,-1.6395376,0.08576469,-2.4456344,-1.1779337,-2.1620004,-0.5745972
1177,fear,female,20,01,01,02,-660.3833,37.533627,-11.052544,3.3642128,-8.721231,-17.694908,-13.404569,-19.954523,-2.7234383,-9.41049,-10.813775,-1.0686373,-10.0529375,-2.6756186,-4.198151,-8.01087,-3.817561,-3.652834,-5.122429,-1.9679811,-0.68852043,2.161441,1.8678852,5.655475,4.3747325,7.1980553,6.931939,8.063133,1.3800381,2.51191,-3.1397288,0.9853362,-2.2897873,2.5194044,-0.94708484,1.1361457,-2.6824317,0.3195082,-0.04364769,0.8995336
1178,fear,female,20,01,02,01,-706.91693,30.568674,-1.3247238,9.443692,-2.9390378,-5.547246,-16.485186,-17.372532,0.020891042,-5.462037,-7.386998,-5.850169,-4.0467916,-0.30338472,-4.743104,-6.0782337,-4.135221,-2.8853261,-4.573927,-4.5184736,-2.101131,-2.493798,-2.893038,-0.6385689,0.34989366,4.415521,5.999652,6.2121353,2.1183064,4.5129156,-0.4179833,4.5419555,2.9152584,5.1634655,0.13277969,0.33797437,-1.1469039,0.26170537,-1.0862423,0.23240577
